Index,0.00–0.02,0.02–0.04,0.04–0.06,0.06–0.10,0.10–0.20,0.20–0.40,0.40–0.50
71,454179.0,671139.0,1029549.0,884353.0,544015.0,344079.0,630898.0
72,454346.0,672673.0,1038336.0,884432.0,545876.0,344631.0,632504.0
73,462515.0,678374.0,1061777.0,884590.0,548930.0,347355.0,648989.0
74,463753.0,696481.0,1084425.0,884841.0,549364.0,347908.0,654191.0
75,464074.0,717522.0,1084969.0,885276.0,559434.0,348334.0,657863.0
76,464100.0,733094.0,1129862.0,886546.0,564893.0,350490.0,660126.0
77,467196.0,746197.0,1137203.0,889349.0,577709.0,351944.0,665378.0
78,471827.0,753837.0,1147775.0,895922.0,577856.0,352717.0,677865.0
79,476160.0,757263.0,1179237.0,896268.0,579657.0,353085.0,688348.0
80,476469.0,783787.0,1216704.0,897993.0,580434.0,354338.0,691592.0
81,485306.0,791962.0,1225794.0,900756.0,584863.0,354967.0,695460.0
82,485503.0,804653.0,1230185.0,909190.0,588089.0,356003.0,701145.0
83,487037.0,805373.0,1263891.0,926945.0,591610.0,356785.0,709972.0
84,490124.0,806771.0,1304120.0,932330.0,591694.0,358935.0,710834.0
85,491638.0,822557.0,1317816.0,932960.0,592038.0,360403.0,713177.0
86,495909.0,840783.0,1325896.0,937093.0,592801.0,360460.0,714261.0
87,497779.0,845306.0,1330664.0,941419.0,593308.0,360722.0,728499.0
88,503654.0,849253.0,1421974.0,946205.0,593641.0,360789.0,731744.0
89,506801.0,860596.0,1469687.0,968892.0,597738.0,360933.0,742631.0
90,508478.0,863056.0,1474481.0,970563.0,600964.0,362281.0,742831.0
91,508607.0,872466.0,1485337.0,971763.0,605323.0,362328.0,743220.0
92,515927.0,883382.0,1518939.0,976128.0,605889.0,370150.0,743272.0
93,525493.0,886621.0,1533092.0,977405.0,606140.0,371781.0,748974.0
94,525885.0,920313.0,1533141.0,983578.0,610378.0,371972.0,752633.0
95,526144.0,923278.0,1536307.0,984740.0,615176.0,373667.0,756519.0
96,527967.0,923612.0,1644290.0,988731.0,621825.0,373836.0,775376.0
97,532257.0,933566.0,1701121.0,1006744.0,625267.0,379541.0,780387.0
98,539121.0,935644.0,1728973.0,1011064.0,626289.0,380980.0,791745.0
99,545905.0,939523.0,1737843.0,1012355.0,629649.0,381321.0,798666.0
100,550395.0,939600.0,1791465.0,1016990.0,630627.0,383720.0,809589.0
101,554791.0,943723.0,1793336.0,1018717.0,631117.0,384341.0,810707.0
102,555019.0,947909.0,1810484.0,1021182.0,631169.0,384898.0,811975.0
103,559400.0,950080.0,1824181.0,1025678.0,631367.0,385052.0,823436.0
104,565610.0,950734.0,1836935.0,1031449.0,638921.0,387815.0,831093.0
105,567652.0,951416.0,1840362.0,1062779.0,641553.0,389984.0,834480.0
106,568265.0,951819.0,1868173.0,1074105.0,648431.0,402710.0,844672.0
107,569650.0,956566.0,1878024.0,1075864.0,650978.0,402921.0,844692.0
108,577322.0,964646.0,1888739.0,1092806.0,652934.0,403192.0,854754.0
109,586620.0,965370.0,1893398.0,1094223.0,658949.0,403653.0,854940.0
110,594355.0,970386.0,1897088.0,1094698.0,659286.0,415205.0,861386.0
111,598821.0,971063.0,1907090.0,1098954.0,659795.0,416149.0,867324.0
112,599092.0,972827.0,1919181.0,1108122.0,660691.0,418199.0,872123.0
113,600591.0,1018897.0,1927775.0,1116799.0,660793.0,425097.0,873277.0
114,602878.0,1053502.0,1928569.0,1131053.0,665733.0,425434.0,876243.0
115,603764.0,1053810.0,1963222.0,1151029.0,667410.0,430736.0,877205.0
116,604573.0,1066542.0,1965658.0,1155862.0,668663.0,431502.0,882429.0
117,606082.0,1070044.0,1967634.0,1159395.0,672567.0,493243.0,883000.0
118,609686.0,1072813.0,1967710.0,1167565.0,676442.0,502937.0,884070.0
119,614444.0,1104727.0,1968449.0,1167621.0,686084.0,517857.0,886002.0
120,615663.0,1120654.0,1990617.0,1169991.0,687772.0,531174.0,887521.0
121,616177.0,1126040.0,1997448.0,1174892.0,691433.0,535497.0,892723.0
122,620766.0,1130922.0,2002600.0,1179003.0,694609.0,536763.0,892948.0
123,624104.0,1146048.0,2031552.0,1183560.0,694894.0,536859.0,894125.0
124,624611.0,1149980.0,2088222.0,1187878.0,696203.0,538247.0,895325.0
125,627366.0,1152323.0,2109177.0,1192706.0,696469.0,538829.0,895418.0
126,628921.0,1164930.0,2120583.0,1195532.0,698987.0,541335.0,896012.0
127,636838.0,1180005.0,2135091.0,1218609.0,707712.0,543744.0,900831.0
128,637191.0,1193973.0,2173217.0,1224774.0,712185.0,545197.0,901931.0
129,642642.0,1207422.0,2182626.0,1255478.0,712802.0,547749.0,920850.0
130,642793.0,1208038.0,2230619.0,1270905.0,714462.0,549918.0,921971.0
131,643175.0,1213841.0,2253946.0,1277099.0,720604.0,550818.0,927148.0
132,643732.0,1221825.0,2258088.0,1291826.0,721498.0,551921.0,927457.0
133,654685.0,1223495.0,2288469.0,1298954.0,722733.0,553269.0,928425.0
134,656914.0,1226018.0,2314610.0,1342644.0,724578.0,561125.0,929504.0
135,662822.0,1228410.0,2559795.0,1344974.0,727227.0,562314.0,932618.0
136,667677.0,1257121.0,2563025.0,1346596.0,727581.0,565077.0,934948.0
137,672085.0,1265152.0,2563689.0,1348700.0,731190.0,565933.0,935061.0
138,675732.0,1284345.0,2630600.0,1349326.0,731211.0,565985.0,985437.0
139,684136.0,1285549.0,2639162.0,1354410.0,733097.0,567180.0,986082.0
140,687224.0,1289585.0,2651753.0,1354760.0,737032.0,574308.0,988864.0
141,696480.0,1292989.0,2681099.0,1374364.0,739264.0,574847.0,999752.0
142,704732.0,1299453.0,2710274.0,1397898.0,739308.0,577300.0,1000838.0
143,714977.0,1301859.0,2794774.0,1419846.0,739452.0,583587.0,1015398.0
144,720119.0,1361020.0,2815703.0,1444307.0,740919.0,588166.0,1020318.0
145,720941.0,1397611.0,2882947.0,1445821.0,742716.0,593076.0,1027161.0
146,721290.0,1411595.0,2887389.0,1455810.0,742931.0,598427.0,1028346.0
147,723527.0,1455664.0,2889537.0,1456079.0,744050.0,598536.0,1030235.0
148,724117.0,1460055.0,3090942.0,1459060.0,744308.0,603024.0,1031837.0
149,731480.0,1480841.0,3107753.0,1475579.0,744570.0,603259.0,1041340.0
150,731760.0,1549654.0,3110055.0,1493952.0,745444.0,606714.0,1090381.0
151,732754.0,1559259.0,3138134.0,1545635.0,745963.0,607594.0,1098486.0
152,737182.0,1600405.0,3138979.0,1553286.0,746952.0,609367.0,1130033.0
153,742743.0,1605165.0,3164110.0,1612072.0,747667.0,610661.0,1136156.0
154,744615.0,1610629.0,3183588.0,1654898.0,748823.0,612105.0,1140727.0
155,745898.0,1651523.0,3208399.0,1676943.0,750204.0,612763.0,1146136.0
156,746179.0,1665474.0,3210301.0,1680425.0,752132.0,617808.0,1148783.0
157,746892.0,1674490.0,3211235.0,1758072.0,752876.0,624386.0,1180222.0
158,748972.0,1674932.0,3220979.0,1766112.0,753468.0,626081.0,1188386.0
159,752765.0,1678750.0,3230659.0,1770607.0,755217.0,628890.0,1195784.0
160,754367.0,1698745.0,3230785.0,1771284.0,755253.0,629826.0,1205886.0
161,754511.0,1721250.0,3230913.0,1806234.0,756982.0,630970.0,1210647.0
162,771623.0,1721448.0,3285571.0,1818556.0,757498.0,631139.0,1291393.0
163,783382.0,1721803.0,3287591.0,1828759.0,759315.0,631425.0,1292108.0
164,799852.0,1760152.0,3327966.0,1852958.0,770359.0,632959.0,1295538.0
165,800648.0,1781855.0,3364763.0,1856649.0,776448.0,634434.0,1296811.0
166,812445.0,1796729.0,3412647.0,1859740.0,790035.0,634464.0,1302727.0
167,812469.0,1817670.0,3440697.0,1860863.0,798692.0,638863.0,1305721.0
168,819403.0,1823367.0,3484461.0,1862878.0,803752.0,641893.0,1307888.0
169,822084.0,1839808.0,3535584.0,1863216.0,820738.0,643919.0,1313762.0
170,823842.0,1842093.0,3587698.0,1868218.0,821543.0,645853.0,1323934.0
171,826421.0,1847054.0,3659956.0,1868355.0,824251.0,646127.0,1325720.0
172,828451.0,1862540.0,3666685.0,1873274.0,824522.0,649935.0,1328370.0
173,829184.0,1862636.0,3679427.0,1900736.0,825678.0,654618.0,1340390.0
174,832182.0,1864465.0,3680105.0,1910988.0,826513.0,654633.0,1348542.0
175,835475.0,1865258.0,3735867.0,1919324.0,828591.0,655377.0,1363527.0
176,840757.0,1866022.0,3744660.0,1931666.0,831251.0,656898.0,1383325.0
177,842672.0,1870809.0,3783764.0,1932991.0,832796.0,662433.0,1384298.0
178,845263.0,1899587.0,3786567.0,1936275.0,832808.0,665551.0,1384667.0
179,846012.0,1916836.0,3800410.0,1936986.0,836700.0,668559.0,1395780.0
180,851348.0,1919427.0,3807805.0,1940145.0,841096.0,668646.0,1395793.0
181,852917.0,1924851.0,3820603.0,1943551.0,843733.0,669942.0,1401532.0
182,853376.0,1928101.0,3825560.0,1954749.0,849249.0,671575.0,1401732.0
183,854370.0,1929699.0,3830462.0,1958400.0,849896.0,671591.0,1407929.0
184,854807.0,1937484.0,4041009.0,1960313.0,850101.0,673424.0,1410480.0
185,856004.0,1950332.0,4041451.0,1998187.0,850420.0,673709.0,1416521.0
186,857271.0,1952555.0,4053758.0,2000839.0,850583.0,674962.0,1420336.0
187,860453.0,1960413.0,4068793.0,2015506.0,851769.0,679271.0,1421932.0
188,861821.0,1964603.0,4079659.0,2033308.0,853435.0,679367.0,1422801.0
189,862902.0,1973937.0,4114848.0,2041654.0,853502.0,679387.0,1423779.0
190,863881.0,2012324.0,4152827.0,2113664.0,857377.0,681164.0,1423848.0
191,864502.0,2015685.0,4158164.0,2128536.0,858060.0,685348.0,1423909.0
192,864997.0,2018766.0,4165724.0,2140738.0,859467.0,687401.0,1424303.0
193,866950.0,2035824.0,4172190.0,2149912.0,860426.0,688843.0,1430550.0
194,870314.0,2043804.0,4175261.0,2150191.0,860802.0,689428.0,1448366.0
195,870867.0,2044186.0,4175885.0,2153661.0,863744.0,689537.0,1448477.0
196,870970.0,2045104.0,4181864.0,2155199.0,864199.0,692275.0,1451628.0
197,872296.0,2045182.0,4201638.0,2160542.0,865537.0,695670.0,1463433.0
198,890679.0,2046941.0,4237664.0,2163414.0,869396.0,697600.0,1467917.0
199,896070.0,2074893.0,4297326.0,2164115.0,870556.0,701631.0,1472779.0
200,900637.0,2118842.0,4302886.0,2164331.0,872509.0,702570.0,1475619.0
201,905154.0,2119246.0,4305669.0,2164954.0,875368.0,702921.0,1482307.0
202,914354.0,2122005.0,4379304.0,2165259.0,875913.0,703779.0,1483926.0
203,914519.0,2127209.0,4395000.0,2185724.0,876578.0,704353.0,1500175.0
204,920225.0,2128136.0,4405496.0,2187667.0,889317.0,704452.0,1512273.0
205,923361.0,2129877.0,4415268.0,2217809.0,889722.0,704699.0,1518586.0
206,930819.0,2135970.0,4427464.0,2219222.0,889869.0,706759.0,1530150.0
207,946168.0,2138466.0,4448475.0,2223654.0,889904.0,709323.0,1530263.0
208,947854.0,2192927.0,4448895.0,2258150.0,890014.0,709689.0,1539444.0
209,951075.0,2228212.0,4455701.0,2259854.0,890349.0,710395.0,1609256.0
210,952259.0,2262636.0,4463559.0,2260209.0,893981.0,715027.0,1645502.0
211,952391.0,2312637.0,4468761.0,2294328.0,894378.0,715175.0,1651420.0
212,953750.0,2337400.0,4470961.0,2297790.0,894548.0,715571.0,1665574.0
213,961772.0,2347297.0,4474882.0,2339151.0,895169.0,716233.0,1666106.0
214,963458.0,2440845.0,4476077.0,2349719.0,895423.0,718542.0,1685140.0
215,968514.0,2441080.0,4484881.0,2353922.0,895531.0,719854.0,1691385.0
216,971962.0,2448008.0,4486068.0,2354561.0,898170.0,720916.0,1700579.0
217,974364.0,2497328.0,4533821.0,2359429.0,899036.0,725981.0,1705653.0
218,983963.0,2527030.0,4535773.0,2366580.0,899379.0,725991.0,1718247.0
219,984603.0,2533563.0,4543991.0,2376304.0,902310.0,733963.0,1729574.0
220,997552.0,2562318.0,4566688.0,2376963.0,902790.0,734768.0,1738271.0
221,1002853.0,2568554.0,4591565.0,2417102.0,904668.0,735197.0,1759398.0
222,1009695.0,2605867.0,4611675.0,2420463.0,905627.0,736861.0,1762037.0
223,1010634.0,2618508.0,4620804.0,2442022.0,906235.0,737052.0,1767896.0
224,1012499.0,2622218.0,4639966.0,2505157.0,909863.0,743018.0,1771233.0
225,1018269.0,2628160.0,4652694.0,2515431.0,910134.0,743770.0,1771640.0
226,1031751.0,2641132.0,4686514.0,2521881.0,913000.0,743827.0,1789409.0
227,1033673.0,2699607.0,4713339.0,2538422.0,913035.0,744415.0,1791920.0
228,1039488.0,2704895.0,4727500.0,2539813.0,915863.0,744450.0,1792434.0
229,1040567.0,2710388.0,4729746.0,2542426.0,919094.0,746098.0,1794342.0
230,1044200.0,2715689.0,4742282.0,2549766.0,920245.0,747023.0,1823326.0
231,1055856.0,2716915.0,4745854.0,2552884.0,920762.0,747835.0,1826095.0
232,1063318.0,2717443.0,4761049.0,2556950.0,923206.0,752368.0,1836532.0
233,1066908.0,2718080.0,4781015.0,2559473.0,923658.0,753310.0,1884290.0
234,1068127.0,2743859.0,4808875.0,2657276.0,926732.0,753487.0,1889477.0
235,1068718.0,2784259.0,4810481.0,2669130.0,933118.0,753516.0,1894335.0
236,1075539.0,2825881.0,4813763.0,2681606.0,933185.0,753739.0,1895601.0
237,1088883.0,2840929.0,4818622.0,2688237.0,934377.0,753917.0,1896288.0
238,1089020.0,2843801.0,4835354.0,2690122.0,935683.0,754381.0,1897390.0
239,1098445.0,2845039.0,4835415.0,2736104.0,935693.0,755027.0,1906027.0
240,1099376.0,2903864.0,4842360.0,2750696.0,936463.0,757506.0,1910382.0
241,1121501.0,2960876.0,4845609.0,2751341.0,936700.0,758034.0,1913481.0
242,1128729.0,2961645.0,4847551.0,2751596.0,939596.0,763195.0,1921523.0
243,1132508.0,2989814.0,4851901.0,2777459.0,939703.0,764090.0,1923623.0
244,1133432.0,2992659.0,4863943.0,2784420.0,939864.0,764757.0,1923734.0
245,1133672.0,3008448.0,4864419.0,2784976.0,943058.0,775842.0,1925837.0
246,1136111.0,3070381.0,4876430.0,2795625.0,946366.0,776628.0,1929662.0
247,1143797.0,3085711.0,4882222.0,2885482.0,947150.0,781645.0,1930704.0
248,1145566.0,3119353.0,4897986.0,2962331.0,952218.0,781740.0,1931582.0
249,1146445.0,3153601.0,4941291.0,2970985.0,954364.0,782070.0,1937475.0
250,1146700.0,3201908.0,4992263.0,3053893.0,955412.0,782132.0,1940504.0
251,1147095.0,3203310.0,4994115.0,3081101.0,959204.0,782706.0,1946337.0
252,1147238.0,3212819.0,4998974.0,3081638.0,960788.0,784166.0,1950858.0
253,1147329.0,3213909.0,5002975.0,3113616.0,961220.0,785108.0,1959939.0
254,1147400.0,3214895.0,5003085.0,3131247.0,961781.0,787341.0,1960198.0
255,1147909.0,3231258.0,5004834.0,3143752.0,966504.0,790092.0,1960226.0
256,1150013.0,3232120.0,5054455.0,3149408.0,974438.0,790119.0,1969934.0
257,1154433.0,3232187.0,5057202.0,3151851.0,981499.0,796030.0,1970564.0
258,1162483.0,3236015.0,5152790.0,3161278.0,991284.0,796822.0,1974858.0
259,1173900.0,3253811.0,5153161.0,3165057.0,992713.0,798728.0,1989025.0
260,1174081.0,3289751.0,5163828.0,3166259.0,993161.0,802123.0,1994112.0
261,1179965.0,3335057.0,5166418.0,3171710.0,995832.0,806677.0,2010334.0
262,1181207.0,3369112.0,5183629.0,3180054.0,998383.0,806878.0,2033591.0
263,1183991.0,3406541.0,5184186.0,3180403.0,999784.0,807587.0,2033627.0
264,1184933.0,3414630.0,5198616.0,3184571.0,1001760.0,823504.0,2035775.0
265,1188085.0,3416726.0,5202396.0,3185313.0,1002656.0,823776.0,2047179.0
266,1221038.0,3446033.0,5210299.0,3193617.0,1003256.0,823792.0,2047818.0
267,1228764.0,3471805.0,5210908.0,3193687.0,1006151.0,824422.0,2048216.0
268,1232364.0,3475997.0,5223865.0,3193732.0,1009420.0,826666.0,2075568.0
269,1250114.0,3521344.0,5245204.0,3193842.0,1011018.0,828253.0,2077610.0
270,1265473.0,3536152.0,5309425.0,3199703.0,1017193.0,832763.0,2077744.0
271,1266033.0,3536190.0,5310594.0,3201966.0,1039828.0,836526.0,2084187.0
272,1286718.0,3539855.0,5362617.0,3204231.0,1040861.0,837800.0,2088698.0
273,1287462.0,3541382.0,5371867.0,3209012.0,1041756.0,840337.0,2101489.0
274,1290962.0,3565748.0,5378152.0,3224693.0,1044888.0,842618.0,2108419.0
275,1295836.0,3571048.0,5417059.0,3235916.0,1045640.0,842938.0,2118351.0
276,1297749.0,3577062.0,5417115.0,3262181.0,1064620.0,843945.0,2125104.0
277,1303736.0,3609961.0,5417258.0,3285140.0,1066962.0,847355.0,2125553.0
278,1304137.0,3616744.0,5419015.0,3405829.0,1084014.0,849388.0,2125837.0
279,1309573.0,3629109.0,5428555.0,3409126.0,1093839.0,853093.0,2126096.0
280,1321687.0,3634101.0,5456109.0,3416341.0,1110772.0,854681.0,2126584.0
281,1322512.0,3640568.0,5456494.0,3417912.0,1129880.0,862823.0,2127609.0
282,1322594.0,3643066.0,5491294.0,3420289.0,1130209.0,863706.0,2127684.0
283,1339076.0,3651765.0,5551497.0,3437887.0,1162370.0,864660.0,2127930.0
284,1344910.0,3664212.0,5597379.0,3442204.0,1167239.0,866350.0,2141054.0
285,1347450.0,3672240.0,5615485.0,3445445.0,1168403.0,868639.0,2145364.0
286,1349433.0,3672647.0,5618713.0,3446195.0,1171788.0,871236.0,2149067.0
287,1353641.0,3682126.0,5624820.0,3485028.0,1174075.0,873749.0,2152057.0
288,1359457.0,3682657.0,5640410.0,3512458.0,1174658.0,874107.0,2158126.0
289,1360324.0,3686307.0,5656763.0,3582030.0,1177199.0,880964.0,2164587.0
290,1360377.0,3688804.0,5669617.0,3585602.0,1178409.0,889024.0,2169801.0
291,1364521.0,3693795.0,5697039.0,3633240.0,1185338.0,890278.0,2172546.0
292,1364999.0,3698311.0,5711844.0,3636095.0,1189334.0,892560.0,2174119.0
293,1367458.0,3700890.0,5732740.0,3638043.0,1217741.0,894722.0,2177885.0
294,1375975.0,3707723.0,5753865.0,3639973.0,1221171.0,894881.0,2178442.0
295,1376852.0,3730184.0,5773724.0,3642646.0,1248286.0,894951.0,2179466.0
296,1393624.0,3736464.0,5782974.0,3649463.0,1251899.0,894967.0,2180165.0
297,1408504.0,3747992.0,5802414.0,3665785.0,1261152.0,895457.0,2184337.0
298,1419762.0,3758641.0,5824729.0,3676034.0,1261930.0,897095.0,2184569.0
299,1420059.0,3764246.0,5825794.0,3684426.0,1262902.0,905142.0,2185320.0
300,1420607.0,3776558.0,5840622.0,3688853.0,1266173.0,909771.0,2195832.0
301,1422118.0,3778155.0,5843710.0,3715694.0,1267130.0,910234.0,2204811.0
302,1422929.0,3779618.0,5848387.0,3737495.0,1272686.0,914420.0,2205941.0
303,1423773.0,3782344.0,5858014.0,3772434.0,1278770.0,917817.0,2214462.0
304,1432594.0,3782702.0,5864978.0,3796764.0,1287105.0,919023.0,2223481.0
305,1434888.0,3783235.0,5886150.0,3796958.0,1294431.0,919903.0,2281252.0
306,1435905.0,3786681.0,5903141.0,3805722.0,1298329.0,920953.0,2310183.0
307,1444862.0,3801376.0,5903192.0,3809511.0,1298397.0,923302.0,2315543.0
308,1445877.0,3809330.0,5930392.0,3827309.0,1299968.0,926325.0,2334210.0
309,1446835.0,3809668.0,5931270.0,3843668.0,1301598.0,926397.0,2337878.0
310,1448076.0,3826092.0,5935303.0,3844295.0,1306103.0,926585.0,2347064.0
311,1448237.0,3827594.0,5948227.0,3844929.0,1315152.0,928228.0,2349310.0
312,1448257.0,3838400.0,5974265.0,3853689.0,1318196.0,929000.0,2351714.0
313,1456015.0,3853190.0,6043141.0,3856678.0,1328230.0,930560.0,2357491.0
314,1462404.0,3865253.0,6061081.0,3868570.0,1328256.0,931170.0,2387738.0
315,1464679.0,3912269.0,6069723.0,3890198.0,1335023.0,931743.0,2410766.0
316,1470508.0,3914200.0,6085947.0,3958616.0,1336654.0,932513.0,2424540.0
317,1472117.0,3967970.0,6087331.0,4030897.0,1339758.0,933015.0,2431198.0
318,1474189.0,3986014.0,6089913.0,4036795.0,1342533.0,933034.0,2431824.0
319,1480107.0,3994700.0,6102524.0,4038196.0,1346236.0,933552.0,2478592.0
320,1495235.0,4003847.0,6108522.0,4047433.0,1346854.0,934313.0,2488753.0
321,1514554.0,4020079.0,6140950.0,4048824.0,1352322.0,934500.0,2489419.0
322,1520475.0,4028461.0,6160523.0,4052763.0,1358272.0,934617.0,2491209.0
323,1541705.0,4028827.0,6182285.0,4069860.0,1359352.0,936079.0,2517377.0
324,1543129.0,4036025.0,6200181.0,4077227.0,1363295.0,936945.0,2517825.0
325,1546020.0,4041163.0,6201249.0,4091972.0,1367535.0,937947.0,2520107.0
326,1547251.0,4042956.0,6254007.0,4100321.0,1369430.0,939161.0,2523324.0
327,1549396.0,4052208.0,6259532.0,4107367.0,1377937.0,943461.0,2524927.0
328,1551564.0,4052970.0,6262811.0,4113515.0,1382500.0,946462.0,2525421.0
329,1557744.0,4053518.0,6274891.0,4113917.0,1384215.0,946498.0,2539387.0
330,1559233.0,4055107.0,6318169.0,4116714.0,1384338.0,953050.0,2549008.0
331,1609940.0,4070949.0,6338206.0,4130590.0,1386473.0,953276.0,2554907.0
332,1610028.0,4079439.0,6341235.0,4132372.0,1387658.0,957880.0,2562708.0
333,1610939.0,4092796.0,6345011.0,4133346.0,1388576.0,959339.0,2580772.0
334,1611605.0,4093845.0,6345285.0,4134863.0,1393861.0,964652.0,2597978.0
335,1616118.0,4101202.0,6350132.0,4147862.0,1400499.0,967634.0,2606116.0
336,1626226.0,4114985.0,6364329.0,4152546.0,1408490.0,971064.0,2617635.0
337,1629747.0,4128103.0,6394405.0,4155668.0,1419526.0,977164.0,2621998.0
338,1634244.0,4134481.0,6403232.0,4163242.0,1437148.0,978720.0,2630285.0
339,1639117.0,4135966.0,6410514.0,4170149.0,1456141.0,983635.0,2630311.0
340,1639236.0,4137729.0,6419793.0,4172788.0,1456525.0,983670.0,2631806.0
341,1642654.0,4139521.0,6487153.0,4175134.0,1458876.0,984192.0,2647370.0
342,1649932.0,4143763.0,6521387.0,4179553.0,1469201.0,986114.0,2648482.0
