,Pos,Call_Freq
556,598427,0.999
557,598536,0.999
558,598821,0.999
559,599092,0.999
560,599339,0.999
561,600591,0.999
562,600964,0.999
563,601223,0.999
564,602188,0.999
565,602622,0.999
566,602878,0.999
567,603024,0.999
568,603206,0.999
569,603259,0.999
570,603620,0.999
571,603764,0.999
572,604573,0.999
573,604975,0.999
574,604978,0.999
575,605323,0.999
576,605889,0.999
577,606082,0.999
578,606140,0.999
579,606714,0.999
580,607594,0.999
581,609367,0.999
582,609686,0.999
583,610378,0.999
584,610661,0.999
585,612105,0.999
586,612763,0.999
587,613963,0.999
588,614444,0.999
589,615176,0.999
590,615663,0.999
591,616177,0.999
592,617808,0.999
593,619392,0.999
594,619611,0.999
595,620693,0.999
596,620766,0.999
597,621825,0.999
598,624104,0.999
599,624119,0.999
600,624386,0.999
601,624611,0.999
602,625267,0.999
603,626081,0.999
604,626289,0.999
605,626502,0.999
606,627259,0.999
607,627366,0.999
608,628654,0.999
609,628742,0.999
610,628890,0.999
611,628921,0.999
612,629649,0.999
613,629826,0.999
614,630627,0.999
615,630898,0.999
616,630970,0.999
617,631117,0.999
618,631139,0.999
619,631169,0.999
620,631367,0.999
621,631425,0.999
622,632504,0.999
623,632959,0.999
624,634434,0.999
625,634464,0.999
626,635054,0.999
627,636838,0.999
628,637191,0.999
629,638863,0.999
630,638921,0.999
631,640573,0.999
632,641553,0.999
633,641893,0.999
634,642642,0.999
635,642793,0.999
636,643175,0.999
637,643732,0.999
638,643862,0.999
639,643919,0.999
640,644093,0.999
641,645422,0.999
642,645853,0.999
643,646127,0.999
644,647715,0.999
645,648431,0.999
646,648989,0.999
647,649050,0.999
648,649644,0.999
649,649935,0.999
650,650978,0.999
651,652934,0.999
652,654191,0.999
653,654618,0.999
654,654633,0.999
655,654685,0.999
656,655377,0.999
657,656898,0.999
658,656914,0.999
659,657863,0.999
660,658949,0.999
661,659286,0.999
662,659795,0.999
663,660126,0.999
664,660691,0.999
665,660793,0.999
666,662247,0.999
667,662433,0.999
668,662822,0.999
669,665378,0.999
670,665551,0.999
671,665733,0.999
672,667410,0.999
673,667677,0.999
674,668559,0.999
675,668646,0.999
676,668663,0.999
677,669942,0.999
678,671139,0.999
679,671575,0.999
680,671591,0.999
681,672085,0.999
682,672567,0.999
683,672673,0.999
684,673424,0.999
685,673709,0.999
686,674962,0.999
687,675732,0.999
688,675903,0.999
689,676442,0.999
690,676575,0.999
691,677865,0.999
692,678374,0.999
693,679271,0.999
694,679367,0.999
695,679387,0.999
696,681164,0.999
697,684136,0.999
698,685348,0.999
699,686084,0.999
700,686294,0.999
701,687224,0.999
702,687401,0.999
703,687772,0.999
704,688348,0.999
705,688843,0.999
706,689428,0.999
707,689537,0.999
708,691433,0.999
709,691592,0.999
710,691821,0.999
711,692275,0.999
712,694609,0.999
713,694731,0.999
714,694894,0.999
715,695460,0.999
716,695670,0.999
717,696203,0.999
718,696469,0.999
719,696480,0.999
720,696481,0.999
721,697600,0.999
722,697916,0.999
723,698987,0.999
724,699284,0.999
725,701145,0.999
726,701631,0.999
727,701714,0.999
728,702570,0.999
729,702921,0.999
730,703779,0.999
731,704353,0.999
732,704452,0.999
733,704699,0.999
734,704732,0.999
735,706759,0.999
736,707712,0.999
737,707937,0.999
738,709323,0.999
739,709689,0.999
740,709972,0.999
741,710395,0.999
742,710834,0.999
743,712185,0.999
744,712802,0.999
745,713177,0.999
746,714261,0.999
747,714462,0.999
748,714977,0.999
749,715027,0.999
750,715175,0.999
751,715571,0.999
752,716233,0.999
753,717522,0.999
754,717649,0.999
755,718542,0.999
756,719854,0.999
757,720119,0.999
758,720558,0.999
759,720604,0.999
760,720916,0.999
761,720941,0.999
762,721290,0.999
763,721498,0.999
764,722733,0.999
765,723155,0.999
766,723527,0.999
767,724117,0.999
768,724578,0.999
769,725981,0.999
770,725991,0.999
771,727227,0.999
772,727581,0.999
773,728499,0.999
774,731190,0.999
775,731211,0.999
776,731474,0.999
777,731480,0.999
778,731744,0.999
779,731760,0.999
780,732754,0.999
781,733094,0.999
782,733097,0.999
783,733963,0.999
784,734768,0.999
785,735197,0.999
786,736861,0.999
787,737032,0.999
788,737052,0.999
789,737182,0.999
790,737859,0.999
791,739264,0.999
792,739308,0.999
793,739452,0.999
794,740919,0.999
795,742631,0.999
796,742716,0.999
797,742743,0.999
798,742831,0.999
799,742931,0.999
800,743018,0.999
801,743220,0.999
802,743272,0.999
803,743770,0.999
804,743827,0.999
805,744050,0.999
806,744308,0.999
807,744415,0.999
808,744450,0.999
809,744570,0.999
810,744615,0.999
811,745444,0.999
812,745898,0.999
813,745963,0.999
814,746098,0.999
815,746179,0.999
816,746197,0.999
817,746892,0.999
818,746952,0.999
819,747023,0.999
820,747667,0.999
821,747835,0.999
822,748823,0.999
823,748972,0.999
824,748974,0.999
825,750204,0.999
826,752132,0.999
827,752368,0.999
828,752633,0.999
829,752765,0.999
830,752876,0.999
831,753310,0.999
832,753468,0.999
833,753487,0.999
834,753516,0.999
835,753739,0.999
836,753837,0.999
837,753917,0.999
838,754367,0.999
839,754381,0.999
840,754511,0.999
841,755027,0.999
842,755217,0.999
843,755253,0.999
844,756519,0.999
845,756982,0.999
846,757263,0.999
847,757498,0.999
848,757506,0.999
849,758034,0.999
850,759315,0.999
851,763195,0.999
852,764090,0.999
853,764757,0.999
854,767720,0.999
855,770359,0.999
856,771623,0.999
857,773989,0.999
858,775376,0.999
859,775842,0.999
860,776448,0.999
861,776628,0.999
862,776826,0.999
863,780387,0.999
864,781645,0.999
865,781740,0.999
866,782070,0.999
867,782132,0.999
868,782536,0.999
869,782706,0.999
870,783382,0.999
871,783787,0.999
872,784166,0.999
873,785108,0.999
874,787341,0.999
875,790035,0.999
876,790092,0.999
877,790119,0.999
878,791745,0.999
879,791957,0.999
880,791962,0.999
881,796030,0.999
882,796822,0.999
883,797366,0.999
884,798547,0.999
885,798666,0.999
886,798692,0.999
887,798728,0.999
888,799852,0.999
889,800648,0.999
890,802019,0.999
891,802123,0.999
892,803752,0.999
893,804653,0.999
894,805373,0.999
895,805771,0.999
896,806677,0.999
897,806771,0.999
898,806878,0.999
899,807587,0.999
900,807635,0.999
901,807864,0.999
902,809589,0.999
903,809837,0.999
904,810707,0.999
905,811975,0.999
906,812445,0.999
907,812469,0.999
908,818075,0.999
909,819403,0.999
910,820012,0.999
911,820450,0.999
912,820738,0.999
913,821543,0.999
914,822084,0.999
915,822256,0.999
916,822557,0.999
917,823436,0.999
918,823504,0.999
919,823776,0.999
920,823792,0.999
921,823842,0.999
922,824251,0.999
923,824422,0.999
924,824522,0.999
925,825678,0.999
926,826421,0.999
927,826513,0.999
928,826666,0.999
929,828253,0.999
930,828451,0.999
931,828591,0.999
932,829184,0.999
933,831093,0.999
934,831251,0.999
935,832182,0.999
936,832763,0.999
937,832796,0.999
938,832808,0.999
939,834251,0.999
940,834480,0.999
941,835475,0.999
942,836526,0.999
943,836700,0.999
944,837800,0.999
945,839588,0.999
946,840337,0.999
947,840405,0.999
948,840757,0.999
949,840783,0.999
950,841096,0.999
951,842618,0.999
952,842672,0.999
953,842696,0.999
954,842938,0.999
955,843733,0.999
956,843945,0.999
957,844672,0.999
958,844692,0.999
959,844801,0.999
960,845263,0.999
961,845306,0.999
962,846012,0.999
963,847355,0.999
964,849249,0.999
965,849253,0.999
966,849388,0.999
967,849896,0.999
968,850101,0.999
969,850420,0.999
970,850583,0.999
971,851348,0.999
972,851769,0.999
973,852917,0.999
974,853093,0.999
975,853376,0.999
976,853435,0.999
977,853502,0.999
978,854370,0.999
979,854681,0.999
980,854754,0.999
981,854807,0.999
982,854940,0.999
983,856004,0.999
984,857271,0.999
985,857377,0.999
986,858060,0.999
987,859467,0.999
988,860426,0.999
989,860453,0.999
990,860596,0.999
991,860802,0.999
992,861386,0.999
993,861639,0.999
994,861821,0.999
995,862823,0.999
996,862902,0.999
997,863056,0.999
998,863706,0.999
999,863744,0.999
1000,863881,0.999
1001,864199,0.999
1002,864502,0.999
1003,864660,0.999
1004,864997,0.999
1005,865537,0.999
1006,866350,0.999
1007,866950,0.999
1008,867186,0.999
1009,867324,0.999
1010,868639,0.999
1011,869396,0.999
1012,869452,0.999
1013,869457,0.999
1014,870314,0.999
1015,870556,0.999
1016,870867,0.999
1017,870970,0.999
1018,871236,0.999
1019,872123,0.999
1020,872296,0.999
1021,872466,0.999
1022,872509,0.999
1023,873277,0.999
1024,873749,0.999
1025,874107,0.999
1026,875368,0.999
1027,875913,0.999
1028,876243,0.999
1029,876578,0.999
1030,877205,0.999
1031,880964,0.999
1032,882429,0.999
1033,883000,0.999
1034,883054,0.999
1035,883382,0.999
1036,883514,0.999
1037,884070,0.999
1038,884353,0.999
1039,884432,0.999
1040,884590,0.999
1041,884841,0.999
1042,885276,0.999
1043,886002,0.999
1044,886546,0.999
1045,886621,0.999
1046,887521,0.999
1047,887675,0.999
1048,889024,0.999
1049,889317,0.999
1050,889349,0.999
1051,889722,0.999
1052,889869,0.999
1053,889904,0.999
1054,890014,0.999
1055,890278,0.999
1056,890349,0.999
1057,890679,0.999
1058,892560,0.999
1059,892723,0.999
1060,892948,0.999
1061,893981,0.999
1062,894125,0.999
1063,894378,0.999
1064,894548,0.999
1065,894722,0.999
1066,894881,0.999
1067,894951,0.999
1068,894967,0.999
1069,895169,0.999
1070,895325,0.999
1071,895418,0.999
1072,895423,0.999
1073,895457,0.999
1074,895531,0.999
1075,895922,0.999
1076,896012,0.999
1077,896070,0.999
1078,896268,0.999
1079,897095,0.999
1080,897993,0.999
1081,898170,0.999
1082,899036,0.999
1083,899379,0.999
1084,900637,0.999
1085,900756,0.999
1086,900831,0.999
1087,901034,0.999
1088,901931,0.999
1089,902310,0.999
1090,902790,0.999
1091,904668,0.999
1092,904895,0.999
1093,905142,0.999
1094,905154,0.999
1095,905627,0.999
1096,906235,0.999
1097,907426,0.999
1098,909190,0.999
1099,909771,0.999
1100,909863,0.999
1101,910134,0.999
1102,910234,0.999
1103,913000,0.999
1104,913035,0.999
1105,914354,0.999
1106,914420,0.999
1107,914519,0.999
1108,915863,0.999
1109,917817,0.999
1110,919023,0.999
1111,919094,0.999
1112,919903,0.999
1113,920225,0.999
1114,920245,0.999
1115,920313,0.999
1116,920762,0.999
1117,920850,0.999
1118,920953,0.999
1119,921971,0.999
1120,923206,0.999
1121,923278,0.999
1122,923302,0.999
1123,923361,0.999
1124,923612,0.999
1125,923658,0.999
1126,926325,0.999
1127,926397,0.999
1128,926585,0.999
1129,926732,0.999
1130,926945,0.999
1131,927148,0.999
1132,927457,0.999
1133,928228,0.999
1134,928425,0.999
1135,929000,0.999
1136,929504,0.999
1137,930560,0.999
1138,930819,0.999
1139,931170,0.999
1140,931743,0.999
1141,932330,0.999
1142,932513,0.999
1143,932618,0.999
1144,932960,0.999
1145,933015,0.999
1146,933034,0.999
1147,933118,0.999
1148,933185,0.999
1149,933552,0.999
1150,933566,0.999
1151,934313,0.999
1152,934377,0.999
1153,934500,0.999
1154,934617,0.999
1155,934948,0.999
1156,935061,0.999
1157,935644,0.999
1158,935683,0.999
1159,935693,0.999
1160,936079,0.999
1161,936463,0.999
1162,936700,0.999
1163,936945,0.999
1164,937093,0.999
1165,937947,0.999
1166,939161,0.999
1167,939523,0.999
1168,939596,0.999
1169,939600,0.999
1170,939703,0.999
1171,939864,0.999
1172,941419,0.999
1173,942098,0.999
1174,943058,0.999
1175,943461,0.999
1176,943723,0.999
1177,946168,0.999
1178,946205,0.999
1179,946366,0.999
1180,946462,0.999
1181,946498,0.999
1182,947150,0.999
1183,947854,0.999
1184,947909,0.999
1185,950080,0.999
1186,950734,0.999
1187,951075,0.999
1188,951416,0.999
1189,951819,0.999
1190,952218,0.999
1191,952259,0.999
1192,952391,0.999
1193,953050,0.999
1194,953150,0.999
1195,953276,0.999
1196,953750,0.999
1197,954364,0.999
1198,955412,0.999
1199,956566,0.999
1200,957880,0.999
1201,959204,0.999
1202,959339,0.999
1203,960788,0.999
1204,961220,0.999
1205,961772,0.999
1206,961781,0.999
1207,963458,0.999
1208,964646,0.999
1209,964652,0.999
1210,965370,0.999
1211,966165,0.999
1212,966504,0.999
1213,967634,0.999
1214,968514,0.999
1215,968892,0.999
1216,970386,0.999
1217,970563,0.999
1218,971063,0.999
1219,971064,0.999
1220,971763,0.999
1221,971962,0.999
1222,972827,0.999
1223,974364,0.999
1224,974438,0.999
1225,976128,0.999
1226,977164,0.999
1227,977405,0.999
1228,978720,0.999
1229,981499,0.999
1230,983578,0.999
1231,983635,0.999
1232,983670,0.999
1233,983963,0.999
1234,984192,0.999
1235,984603,0.999
1236,984740,0.999
1237,985437,0.999
1238,986082,0.999
1239,986114,0.999
1240,988731,0.999
1241,988864,0.999
1242,991284,0.999
1243,992256,0.999
1244,992713,0.999
1245,993161,0.999
1246,995281,0.999
1247,995832,0.999
1248,997552,0.999
1249,997704,0.999
1250,998383,0.999
1251,999752,0.999
1252,999784,0.999
1253,1000838,0.999
1254,1001135,0.999
1255,1001760,0.999
1256,1002042,0.999
1257,1002656,0.999
1258,1002853,0.999
1259,1003256,0.999
1260,1006151,0.999
1261,1006744,0.999
1262,1008495,0.999
1263,1009420,0.999
1264,1009679,0.999
1265,1009695,0.999
1266,1009788,0.999
1267,1010326,0.999
1268,1010634,0.999
1269,1011018,0.999
1270,1011064,0.999
1271,1011268,0.999
1272,1012026,0.999
1273,1012355,0.999
1274,1012499,0.999
1275,1012798,0.999
1276,1014974,0.999
1277,1015398,0.999
1278,1016990,0.999
1279,1017193,0.999
1280,1018057,0.999
1281,1018269,0.999
1282,1018717,0.999
1283,1018897,0.999
1284,1020318,0.999
1285,1021182,0.999
1286,1022483,0.999
1287,1022712,0.999
1288,1022779,0.999
1289,1024652,0.999
1290,1025258,0.999
1291,1025678,0.999
1292,1027161,0.999
1293,1028346,0.999
1294,1029549,0.999
1295,1029686,0.999
1296,1030235,0.999
1297,1031449,0.999
1298,1031751,0.999
1299,1031837,0.999
1300,1033673,0.999
1301,1038336,0.999
1302,1039291,0.999
1303,1039336,0.999
1304,1039488,0.999
1305,1039828,0.999
1306,1040567,0.999
1307,1040861,0.999
1308,1041340,0.999
1309,1041756,0.999
1310,1044200,0.999
1311,1044888,0.999
1312,1045640,0.999
1313,1050556,0.999
1314,1050896,0.999
1315,1053502,0.999
1316,1053810,0.999
1317,1055856,0.999
1318,1061777,0.999
1319,1062779,0.999
1320,1063318,0.999
1321,1064620,0.999
1322,1066542,0.999
1323,1066908,0.999
1324,1066962,0.999
1325,1068127,0.999
1326,1068253,0.999
1327,1068718,0.999
1328,1070044,0.999
1329,1072813,0.999
1330,1074105,0.999
1331,1075539,0.999
1332,1075864,0.999
1333,1076484,0.999
1334,1077097,0.999
1335,1079305,0.999
1336,1084014,0.999
1337,1084425,0.999
1338,1084969,0.999
1339,1086138,0.999
1340,1087124,0.999
1341,1088883,0.999
1342,1089020,0.999
1343,1089123,0.999
1344,1089961,0.999
1345,1090381,0.999
1346,1092806,0.999
1347,1093839,0.999
1348,1094223,0.999
1349,1094698,0.999
1350,1096116,0.999
1351,1097609,0.999
1352,1097747,0.999
1353,1098445,0.999
1354,1098486,0.999
1355,1098954,0.999
1356,1099294,0.999
1357,1099329,0.999
1358,1099376,0.999
1359,1099523,0.999
1360,1104013,0.999
1361,1104493,0.999
1362,1104727,0.999
1363,1108122,0.999
1364,1108262,0.999
1365,1110772,0.999
1366,1115919,0.999
1367,1116799,0.999
1368,1118399,0.999
1369,1120654,0.999
1370,1121501,0.999
1371,1126040,0.999
1372,1126724,0.999
1373,1128013,0.999
1374,1128729,0.999
1375,1129862,0.999
1376,1129880,0.999
1377,1130033,0.999
1378,1130209,0.999
1379,1130922,0.999
1380,1131053,0.999
1381,1131119,0.999
1382,1132508,0.999
1383,1133432,0.999
1384,1133672,0.999
1385,1134057,0.999
1386,1136111,0.999
1387,1136156,0.999
1388,1137203,0.999
1389,1140727,0.999
1390,1143797,0.999
1391,1145566,0.999
1392,1146048,0.999
1393,1146136,0.999
1394,1146445,0.999
1395,1146700,0.999
1396,1147095,0.999
1397,1147238,0.999
1398,1147329,0.999
1399,1147400,0.999
1400,1147410,0.999
1401,1147775,0.999
1402,1147909,0.999
1403,1148783,0.999
1404,1149980,0.999
1405,1150013,0.999
1406,1151029,0.999
1407,1152323,0.999
1408,1154433,0.999
1409,1155862,0.999
1410,1159395,0.999
1411,1159472,0.999
1412,1162370,0.999
1413,1162483,0.999
1414,1162615,0.999
1415,1163179,0.999
1416,1164930,0.999
1417,1167239,0.999
1418,1167565,0.999
1419,1167621,0.999
1420,1168403,0.999
1421,1169991,0.999
1422,1171788,0.999
1423,1173900,0.999
1424,1174075,0.999
1425,1174081,0.999
1426,1174658,0.999
1427,1174892,0.999
1428,1175894,0.999
1429,1177199,0.999
1430,1178409,0.999
1431,1179003,0.999
1432,1179082,0.999
1433,1179237,0.999
1434,1179965,0.999
1435,1180005,0.999
1436,1180222,0.999
1437,1181207,0.999
1438,1182173,0.999
1439,1183560,0.999
1440,1183991,0.999
1441,1184933,0.999
1442,1185338,0.999
1443,1186321,0.999
1444,1187878,0.999
1445,1188085,0.999
1446,1188386,0.999
1447,1189334,0.999
1448,1192706,0.999
1449,1192766,0.999
1450,1193973,0.999
1451,1195532,0.999
1452,1195784,0.999
1453,1205886,0.999
1454,1206194,0.999
1455,1207422,0.999
1456,1208038,0.999
1457,1210647,0.999
1458,1213841,0.999
1459,1216704,0.999
1460,1217741,0.999
1461,1218609,0.999
1462,1221038,0.999
1463,1221171,0.999
1464,1221825,0.999
1465,1223495,0.999
1466,1224774,0.999
1467,1225794,0.999
1468,1226018,0.999
1469,1228410,0.999
1470,1228764,0.999
1471,1230185,0.999
1472,1232032,0.999
1473,1232364,0.999
1474,1248286,0.999
