Position	Call_Freq
362328	0.999
362441	0.999
362945	0.9940711
364069	0.999
364747	0.999
365302	0.9782609
366115	0.9822134
366964	0.9980237
370055	0.999
370150	0.999
371781	0.999
371972	0.9901186
372076	0.9980237
372358	0.999
373667	0.999
373836	0.9940711
374384	0.999
375106	0.999
375754	0.9940711
376705	0.999
376857	0.999
377547	0.9822134
377810	0.9980237
377979	0.999
379541	0.999
380980	0.999
381132	0.999
381321	0.999
381670	0.999
382876	0.999
382948	0.999
383720	0.999
383760	0.999
384341	0.999
384526	0.999
384644	0.9960474
384898	0.9980237
384949	0.999
385052	0.9960474
385864	0.9980237
387757	0.999
387815	0.999
389984	0.999
390310	0.999
390646	0.999
391025	0.999
394585	0.999
395117	0.999
395194	0.999
395767	0.999
397928	0.9960474
398278	0.9980237
398884	0.999
399761	0.999
399768	0.999
402171	0.999
402710	0.9960474
402921	0.999
403192	0.9980237
403653	0.9841897
404395	0.9940711
404899	0.999
405578	0.999
406058	0.9980237
406876	0.999
408651	0.999
411242	0.9980237
411291	0.9980237
411319	0.999
411548	0.999
411555	0.9960474
411773	0.9980237
411842	0.9980237
413147	0.9802371
414133	0.9980237
415205	0.999
415964	0.999
416149	0.999
416400	0.999
416956	0.9980237
418199	0.9980237
418524	0.999
419067	0.999
420098	0.999
420105	0.9980237
422348	0.999
424433	0.999
425097	0.999
425434	0.999
425865	0.999
426057	0.999
426433	0.999
426899	0.9980237
428553	0.999
428767	0.999
430736	0.999
431502	0.9980237
432366	0.999
438919	0.999
439401	0.999
441991	0.999
443798	0.9980237
445791	0.999
448659	0.999
450375	0.999
450704	0.999
454179	0.999
454346	0.999
456717	0.999
459820	0.999
462515	0.999
463753	0.999
463995	0.999
464074	0.999
464100	0.999
467196	0.999
467358	0.999
467649	0.999
468001	0.999
471827	0.999
472727	0.999
473592	0.9980237
476160	0.999
476469	0.999
479450	0.999
485306	0.999
485503	0.9940711
487037	0.999
488433	0.999
488930	0.999
490124	0.999
491638	0.999
492830	0.9980237
493243	0.999
495909	0.999
496908	0.999
497779	0.999
501034	0.999
501876	0.999
502937	0.9980237
503119	0.999
503654	0.999
506801	0.999
508373	0.999
508478	0.999
508607	0.999
511897	0.9980237
512067	0.999
515927	0.999
517161	0.999
517857	0.9980237
519697	0.999
521770	0.999
525493	0.999
525885	0.9940711
526144	0.999
527967	0.999
530812	0.9960474
531174	0.999
531221	0.9980237
531978	0.999
532257	0.999
535497	0.9980237
536145	0.999
536536	0.999
536763	0.9980237
536859	0.9980237
538247	0.9980237
538829	0.999
539121	0.999
539833	0.999
541335	0.999
541589	0.999
542674	0.9980237
542700	0.9980237
543286	0.999
543616	0.999
543744	0.999
544015	0.9901186
544363	0.999
544914	0.999
544915	0.9980237
545197	0.999
545876	0.999
545905	0.999
547749	0.999
548059	0.999
548930	0.999
549364	0.9960474
549918	0.999
550395	0.9980237
550600	0.999
550818	0.999
551921	0.999
553269	0.999
554791	0.999
555019	0.999
555352	0.999
555624	0.9743083
556044	0.999
559400	0.999
559434	0.999
560938	0.999
561125	0.999
561189	0.999
562314	0.999
562445	0.9980237
563997	0.999
564893	0.9940711
565077	0.999
565610	0.999
565933	0.9980237
565985	0.999
567180	0.999
567652	0.999
568265	0.9980237
569650	0.999
574308	0.9980237
574847	0.999
577300	0.999
577322	0.999
577709	0.999
577856	0.999
579657	0.999
580434	0.999
583587	0.9980237
584863	0.999
586620	0.999
586955	0.999
587916	0.999
588089	0.999
588166	0.999
588277	0.9980237
591610	0.999
591694	0.999
591820	0.999
592038	0.999
592801	0.999
593076	0.999
593308	0.999
593641	0.9940711
593661	0.999
594355	0.9940711
595885	0.9980237
597387	0.999
597738	0.9980237
598427	0.9980237
598536	0.999
598821	0.999
599092	0.999
599339	0.999
600591	0.999
600964	0.9920949
601223	0.9980237
602188	0.999
602622	0.9980237
602878	0.999
603024	0.9980237
603206	0.999
603259	0.999
603620	0.9960474
603764	0.999
604573	0.999
604975	0.9980237
604978	0.9980237
605323	0.999
605889	0.9960474
606082	0.999
606140	0.999
606714	0.999
607594	0.9980237
609367	0.9980237
609686	0.999
610378	0.999
610661	0.999
612105	0.999
612763	0.999
613963	0.999
614444	0.999
615176	0.999
615663	0.999
616177	0.999
617808	0.999
619392	0.9703557
619611	0.999
620693	0.999
620766	0.9980237
621825	0.999
624104	0.999
624119	0.999
624386	0.999
624611	0.999
625267	0.999
626081	0.999
626289	0.9980237
626502	0.9980237
627259	0.999
627366	0.999
628654	0.999
628742	0.999
628890	0.999
628921	0.999
629649	0.999
629826	0.999
630627	0.999
630898	0.9980237
630970	0.999
631117	0.999
631139	0.999
631169	0.999
631367	0.999
631425	0.999
632504	0.999
632959	0.999
634434	0.999
634464	0.9980237
635054	0.999
636838	0.999
637191	0.999
638863	0.999
638921	0.999
640573	0.9980237
641553	0.999
641893	0.999
642642	0.9901186
642793	0.9960474
643175	0.9940711
643732	0.999
643862	0.999
643919	0.9980237
644093	0.9980237
645422	0.999
645853	0.999
646127	0.999
647715	0.999
648431	0.999
648989	0.999
649050	0.999
649644	0.999
649935	0.999
650978	0.9920949
652934	0.999
654191	0.9980237
654618	0.999
654633	0.999
654685	0.9980237
655377	0.999
656898	0.999
656914	0.999
657863	0.9920949
658949	0.999
659286	0.9980237
659795	0.999
660126	0.999
660691	0.9980237
660793	0.9980237
662247	0.999
662433	0.9980237
662822	0.9980237
665378	0.9841897
665551	0.9980237
665733	0.9980237
667410	0.9802371
667677	0.999
668559	0.999
668646	0.9940711
668663	0.999
669942	0.999
671139	0.999
671575	0.999
671591	0.999
672085	0.9980237
672567	0.999
672673	0.999
673424	0.999
673709	0.999
674962	0.999
675732	0.999
675903	0.999
676442	0.999
676575	0.9980237
677865	0.999
678374	0.999
679271	0.9980237
679367	0.999
679387	0.9980237
681164	0.9980237
684136	0.9960474
685348	0.999
686084	0.999
686294	0.999
687224	0.999
687401	0.9960474
687772	0.9901186
688348	0.999
688843	0.999
689428	0.999
689537	0.999
691433	0.999
691592	0.999
691821	0.9960474
692275	0.999
694609	0.9841897
694731	0.9980237
694894	0.999
695460	0.999
695670	0.999
696203	0.999
696469	0.999
696480	0.999
696481	0.999
697600	0.999
697916	0.9980237
698987	0.999
699284	0.999
701145	0.999
701631	0.999
701714	0.999
702570	0.9980237
702921	0.999
703779	0.999
704353	0.9980237
704452	0.999
704699	0.9980237
704732	0.999
706759	0.986166
707712	0.999
707937	0.9980237
709323	0.999
709689	0.999
709972	0.999
710395	0.999
710834	0.999
712185	0.9980237
712802	0.9980237
713177	0.9980237
714261	0.999
714462	0.999
714977	0.999
715027	0.9980237
715175	0.999
715571	0.999
716233	0.999
717522	0.9822134
717649	0.9980237
718542	0.9980237
719854	0.9841897
720119	0.999
720558	0.999
720604	0.999
720916	0.999
720941	0.9980237
721290	0.999
721498	0.9980237
722733	0.999
723155	0.999
723527	0.999
724117	0.999
724578	0.9980237
725981	0.9980237
725991	0.9980237
727227	0.9980237
727581	0.999
728499	0.999
731190	0.999
731211	0.999
731474	0.999
731480	0.999
731744	0.999
731760	0.9980237
732754	0.9960474
733094	0.999
733097	0.999
733963	0.999
734768	0.986166
735197	0.9841897
736861	0.9980237
737032	0.999
737052	0.999
737182	0.9901186
737859	0.999
739264	0.999
739308	0.9980237
739452	0.999
740919	0.999
742631	0.999
742716	0.999
742743	0.999
742831	0.999
742931	0.9901186
743018	0.9980237
743220	0.999
743272	0.999
743770	0.999
743827	0.9960474
744050	0.999
744308	0.9980237
744415	0.999
744450	0.9980237
744570	0.9980237
744615	0.999
745444	0.999
745898	0.999
745963	0.9980237
746098	0.999
746179	0.999
746197	0.9980237
746892	0.9980237
746952	0.999
747023	0.999
747667	0.999
747835	0.999
748823	0.999
748972	0.999
748974	0.999
750204	0.999
752132	0.9980237
752368	0.9901186
752633	0.999
752765	0.9960474
752876	0.999
753310	0.999
753468	0.999
753487	0.999
753516	0.999
753739	0.999
753837	0.999
753917	0.9980237
754367	0.999
754381	0.999
754511	0.999
755027	0.999
755217	0.999
755253	0.999
756519	0.999
756982	0.9980237
757263	0.999
757498	0.9841897
757506	0.9743083
758034	0.999
759315	0.9980237
763195	0.999
764090	0.9901186
764757	0.999
767720	0.999
770359	0.999
771623	0.999
773989	0.9980237
775376	0.999
775842	0.999
776448	0.999
776628	0.9881423
776826	0.999
780387	0.999
781645	0.999
781740	0.9980237
782070	0.999
782132	0.986166
782536	0.999
782706	0.999
783382	0.999
783787	0.986166
784166	0.9940711
785108	0.9980237
787341	0.999
790035	0.9960474
790092	0.999
790119	0.999
791745	0.999
791957	0.9881423
791962	0.999
796030	0.9980237
796822	0.999
797366	0.9920949
798547	0.999
798666	0.999
798692	0.9802371
798728	0.999
799852	0.9960474
800648	0.999
802019	0.999
802123	0.9980237
803752	0.9980237
804653	0.999
805373	0.9980237
805771	0.999
806677	0.9980237
806771	0.999
806878	0.9980237
807587	0.999
807635	0.999
807864	0.999
809589	0.999
809837	0.9980237
810707	0.999
811975	0.999
812445	0.999
812469	0.999
818075	0.9980237
819403	0.9980237
820012	0.9960474
820450	0.9881423
820738	0.999
821543	0.999
822084	0.999
822256	0.9802371
822557	0.999
823436	0.999
823504	0.999
823776	0.9960474
823792	0.999
823842	0.999
824251	0.999
824422	0.999
824522	0.999
825678	0.9980237
826421	0.999
826513	0.9980237
826666	0.999
828253	0.999
828451	0.9980237
828591	0.999
829184	0.9940711
831093	0.9960474
831251	0.999
832182	0.999
832763	0.999
832796	0.999
832808	0.9980237
834251	0.9940711
834480	0.999
835475	0.9980237
836526	0.999
836700	0.999
837800	0.999
839588	0.999
840337	0.999
840405	0.9980237
840757	0.999
840783	0.999
841096	0.999
842618	0.999
842672	0.999
842696	0.999
842938	0.999
843733	0.9980237
843945	0.9920949
844672	0.999
844692	0.999
844801	0.9881423
845263	0.999
845306	0.999
846012	0.999
847355	0.9960474
849249	0.999
849253	0.9960474
849388	0.9980237
849896	0.9940711
850101	0.9980237
850420	0.999
850583	0.999
851348	0.999
851769	0.9980237
852917	0.999
853093	0.999
853376	0.9802371
853435	0.9841897
853502	0.9960474
854370	0.999
854681	0.999
854754	0.999
854807	0.999
854940	0.999
856004	0.999
857271	0.999
857377	0.999
858060	0.9980237
859467	0.9980237
860426	0.999
860453	0.986166
860596	0.9980237
860802	0.999
861386	0.9980237
861639	0.999
861821	0.999
862823	0.9980237
862902	0.9980237
863056	0.999
863706	0.9960474
863744	0.999
863881	0.999
864199	0.999
864502	0.999
864660	0.999
864997	0.9940711
865537	0.999
866350	0.9960474
866950	0.999
867186	0.999
867324	0.999
868639	0.9960474
869396	0.999
869452	0.9980237
869457	0.9980237
870314	0.9980237
870556	0.999
870867	0.999
870970	0.999
871236	0.999
872123	0.9960474
872296	0.999
872466	0.999
872509	0.9980237
873277	0.999
873749	0.999
874107	0.999
875368	0.999
875913	0.9980237
876243	0.9960474
876578	0.999
877205	0.999
880964	0.999
882429	0.9940711
883000	0.9960474
883054	0.999
883382	0.9920949
883514	0.9901186
884070	0.999
884353	0.999
884432	0.999
884590	0.999
884841	0.999
885276	0.999
886002	0.999
886546	0.999
886621	0.999
887521	0.999
887675	0.9960474
889024	0.999
889317	0.999
889349	0.999
889722	0.9920949
889869	0.999
889904	0.9980237
890014	0.999
890278	0.999
890349	0.9960474
890679	0.9980237
892560	0.9920949
892723	0.999
892948	0.999
893981	0.999
894125	0.9980237
894378	0.999
894548	0.9980237
894722	0.999
894881	0.9920949
894951	0.999
894967	0.999
895169	0.999
895325	0.999
895418	0.9980237
895423	0.999
895457	0.999
895531	0.9960474
895922	0.999
896012	0.9960474
896070	0.999
896268	0.9980237
897095	0.999
897993	0.999
898170	0.999
899036	0.999
899379	0.999
900637	0.9881423
900756	0.999
900831	0.999
901034	0.999
901931	0.986166
902310	0.9743083
902790	0.9980237
904668	0.999
904895	0.999
905142	0.999
905154	0.999
905627	0.999
906235	0.999
907426	0.999
909190	0.999
909771	0.9980237
909863	0.999
910134	0.9822134
910234	0.9920949
913000	0.999
913035	0.999
914354	0.999
914420	0.9960474
914519	0.999
915863	0.999
917817	0.999
919023	0.9980237
919094	0.999
919903	0.9940711
920225	0.999
920245	0.999
920313	0.999
920762	0.999
920850	0.999
920953	0.999
921971	0.999
923206	0.9980237
923278	0.999
923302	0.9980237
923361	0.999
923612	0.999
923658	0.999
926325	0.999
926397	0.999
926585	0.999
926732	0.999
926945	0.9980237
927148	0.999
927457	0.999
928228	0.999
928425	0.999
929000	0.999
929504	0.9980237
930560	0.999
930819	0.9980237
931170	0.9980237
931743	0.999
932330	0.9881423
932513	0.9980237
932618	0.9960474
932960	0.999
933015	0.999
933034	0.999
933118	0.9980237
933185	0.999
933552	0.999
933566	0.999
934313	0.999
934377	0.9960474
934500	0.999
934617	0.9980237
934948	0.999
935061	0.986166
935644	0.999
935683	0.9940711
935693	0.999
936079	0.999
936463	0.999
936700	0.999
936945	0.999
937093	0.999
937947	0.999
939161	0.999
939523	0.999
939596	0.9841897
939600	0.999
939703	0.9960474
939864	0.9920949
941419	0.999
942098	0.9822134
943058	0.999
943461	0.999
943723	0.999
946168	0.999
946205	0.9980237
946366	0.999
946462	0.999
946498	0.999
947150	0.9980237
947854	0.9841897
947909	0.9920949
950080	0.999
950734	0.9980237
951075	0.986166
951416	0.999
951819	0.9881423
952218	0.999
952259	0.999
952391	0.999
953050	0.999
953150	0.999
953276	0.999
953750	0.999
954364	0.999
955412	0.999
956566	0.999
957880	0.999
959204	0.999
959339	0.999
960788	0.999
961220	0.9980237
961772	0.999
961781	0.999
963458	0.999
964646	0.9960474
964652	0.999
965370	0.9980237
966165	0.999
966504	0.9960474
967634	0.999
968514	0.9980237
968892	0.9920949
970386	0.9980237
970563	0.999
971063	0.999
971064	0.9960474
971763	0.999
971962	0.999
972827	0.999
974364	0.999
974438	0.999
976128	0.9960474
977164	0.999
977405	0.999
978720	0.999
981499	0.999
983578	0.999
983635	0.999
983670	0.999
983963	0.999
984192	0.9920949
984603	0.999
984740	0.9980237
985437	0.999
986082	0.999
986114	0.9960474
988731	0.999
988864	0.999
991284	0.999
992256	0.999
992713	0.999
993161	0.999
995281	0.9960474
995832	0.999
997552	0.999
997704	0.9940711
998383	0.999
999752	0.999
999784	0.9980237
1000838	0.9980237
1001135	0.999
1001760	0.9980237
1002042	0.999
1002656	0.999
1002853	0.999
1003256	0.999
1006151	0.9920949
1006744	0.999
1008495	0.999
1009420	0.999
1009679	0.999
1009695	0.999
1009788	0.9980237
1010326	0.999
1010634	0.999
1011018	0.999
1011064	0.999
1011268	0.999
1012026	0.999
1012355	0.9980237
1012499	0.999
1012798	0.999
1014974	0.9980237
1015398	0.9980237
1016990	0.999
1017193	0.999
1018057	0.999
1018269	0.999
1018717	0.9980237
1018897	0.999
1020318	0.999
1021182	0.9980237
1022483	0.999
1022712	0.9980237
1022779	0.999
1024652	0.999
1025258	0.999
1025678	0.999
1027161	0.999
1028346	0.9980237
1029549	0.9980237
1029686	0.999
1030235	0.999
1031449	0.9980237
1031751	0.999
1031837	0.999
1033673	0.999
1038336	0.999
1039291	0.999
1039336	0.999
1039488	0.999
1039828	0.999
1040567	0.999
1040861	0.9980237
1041340	0.999
1041756	0.999
1044200	0.999
1044888	0.9980237
1045640	0.9980237
1050556	0.999
1050896	0.9980237
1053502	0.999
1053810	0.999
1055856	0.999
1061777	0.9980237
1062779	0.999
1063318	0.999
1064620	0.999
1066542	0.9980237
1066908	0.999
1066962	0.999
1068127	0.999
1068253	0.9980237
1068718	0.999
1070044	0.999
1072813	0.999
1074105	0.999
1075539	0.999
1075864	0.999
1076484	0.9980237
1077097	0.999
1079305	0.999
1084014	0.999
1084425	0.9881423
1084969	0.999
1086138	0.999
1087124	0.999
1088883	0.999
1089020	0.9960474
1089123	0.999
1089961	0.999
1090381	0.999
1092806	0.9940711
1093839	0.999
1094223	0.999
1094698	0.9940711
1096116	0.999
1097609	0.999
1097747	0.999
1098445	0.999
1098486	0.999
1098954	0.999
1099294	0.999
1099329	0.9960474
1099376	0.9802371
1099523	0.999
1104013	0.9901186
1104493	0.999
1104727	0.999
1108122	0.999
1108262	0.999
1110772	0.999
1115919	0.9980237
1116799	0.999
1118399	0.9920949
1120654	0.9980237
1121501	0.999
1126040	0.9960474
1126724	0.999
1128013	0.999
1128729	0.999
1129862	0.9980237
1129880	0.9980237
1130033	0.999
1130209	0.999
1130922	0.999
1131053	0.9980237
1131119	0.999
1132508	0.999
1133432	0.9980237
1133672	0.999
1134057	0.999
1136111	0.999
1136156	0.9980237
1137203	0.9940711
1140727	0.999
1143797	0.999
1145566	0.999
1146048	0.999
1146136	0.999
1146445	0.999
1146700	0.999
1147095	0.9960474
1147238	0.999
1147329	0.999
1147400	0.999
1147410	0.999
1147775	0.9980237
1147909	0.999
1148783	0.999
1149980	0.999
1150013	0.999
1151029	0.9980237
1152323	0.9841897
1154433	0.999
1155862	0.999
1159395	0.9980237
1159472	0.999
1162370	0.999
1162483	0.999
1162615	0.999
1163179	0.999
1164930	0.999
1167239	0.9980237
1167565	0.9822134
1167621	0.999
1168403	0.999
1169991	0.999
1171788	0.9960474
1173900	0.999
1174075	0.999
1174081	0.999
1174658	0.999
1174892	0.999
1175894	0.999
1177199	0.999
1178409	0.999
1179003	0.999
1179082	0.999
1179237	0.999
1179965	0.999
1180005	0.999
1180222	0.999
1181207	0.999
1182173	0.999
1183560	0.9980237
1183991	0.999
1184933	0.999
1185338	0.9960474
1186321	0.999
1187878	0.999
1188085	0.999
1188386	0.999
1189334	0.999
1192706	0.9980237
1192766	0.999
1193973	0.999
1195532	0.999
1195784	0.999
1205886	0.999
1206194	0.999
1207422	0.9960474
1208038	0.999
1210647	0.999
1213841	0.999
1216704	0.999
1217741	0.9960474
1218609	0.9980237
1221038	0.999
1221171	0.999
1221825	0.999
1223495	0.999
1224774	0.999
1225794	0.999
1226018	0.999
1228410	0.999
1228764	0.999
1230185	0.9980237
1232032	0.999
1232364	0.999
1248286	0.999
1248500	0.999
1250114	0.999
1251899	0.999
1255478	0.999
1257121	0.999
1261152	0.9960474
1261930	0.9980237
1262419	0.999
1262902	0.999
1263590	0.999
1263701	0.999
1263891	0.999
1264662	0.9960474
1265077	0.999
1265152	0.999
1265473	0.999
1266033	0.999
1266173	0.999
1266403	0.999
1267130	0.9940711
1268250	0.999
1269588	0.972332
1270905	0.9980237
1272686	0.999
1277099	0.9920949
1278770	0.999
1280925	0.9980237
1283523	0.9980237
1284345	0.999
1285549	0.9802371
1285933	0.9960474
1286718	0.9980237
1287105	0.9703557
1287462	0.999
1288223	0.999
1289337	0.999
1289585	0.9920949
1290962	0.9841897
1291393	0.9980237
1291826	0.999
1292108	0.999
1292449	0.999
1292845	0.9960474
1292989	0.9920949
1293247	0.999
1294431	0.999
1295538	0.9881423
1295639	0.999
1295722	0.999
1295836	0.999
1296811	0.999
1297516	0.999
1297749	0.999
1298227	0.999
1298329	0.9980237
1298397	0.9980237
1298954	0.986166
1299453	0.999
1299485	0.999
1299968	0.999
1300456	0.9980237
1301598	0.999
1301859	0.9980237
1302727	0.999
1303736	0.999
1303833	0.999
1304120	0.9743083
1304137	0.999
1305272	0.999
1305721	0.9980237
1306103	0.999
1307888	0.999
1309573	0.9980237
1311268	0.999
1311471	0.999
1313762	0.999
1315152	0.999
1317816	0.999
1318196	0.999
1318261	0.999
1321687	0.999
1322244	0.999
1322512	0.9980237
1322594	0.999
1322626	0.9762846
1323934	0.999
1325687	0.9940711
1325720	0.9960474
1325896	0.999
1326001	0.999
1327838	0.999
1328230	0.9980237
1328256	0.999
1328370	0.9940711
1330664	0.999
1335023	0.9940711
1336113	0.9980237
1336654	0.999
1338437	0.999
1339076	0.999
1339758	0.999
1340390	0.999
1340945	0.999
1340965	0.999
1342026	0.999
1342187	0.999
1342533	0.9980237
1342644	0.999
1344910	0.999
1344974	0.999
1346236	0.9940711
1346596	0.9980237
1346854	0.9980237
1347450	0.999
1348542	0.999
1348700	0.9980237
1349326	0.999
1349433	0.999
1350709	0.999
1352322	0.9980237
1353641	0.9960474
1354410	0.9980237
1354760	0.9980237
1358272	0.999
1359352	0.999
1359457	0.999
1360324	0.999
1360377	0.999
1361020	0.999
1362406	0.9980237
1363295	0.999
1363527	0.999
1364521	0.999
1364999	0.9980237
1367458	0.999
1367535	0.999
1369198	0.999
1369430	0.999
1371697	0.999
1372386	0.999
1374364	0.999
1375975	0.9980237
1376611	0.999
1376852	0.9980237
1377937	0.9980237
1382500	0.9703557
1383325	0.999
1384215	0.999
1384298	0.999
1384338	0.999
1384667	0.999
1386395	0.999
1386473	0.999
1386940	0.999
1387658	0.999
1387771	0.999
1388576	0.999
1393624	0.999
1393861	0.999
1395780	0.999
1395793	0.999
1397611	0.999
1397898	0.999
1400499	0.999
1401532	0.999
1401732	0.999
1403686	0.999
1406212	0.9901186
1407929	0.999
1408490	0.9940711
1408504	0.9841897
1408919	0.999
1409567	0.999
1410480	0.9980237
1411595	0.9980237
1416066	0.999
1416521	0.9960474
1419526	0.999
1419762	0.999
1419846	0.999
1420059	0.999
1420336	0.999
1420607	0.999
1421932	0.9960474
1421974	0.9960474
1422118	0.999
1422801	0.9980237
1422929	0.9980237
1423773	0.999
1423779	0.999
1423848	0.999
1423909	0.9940711
1424303	0.9980237
1425078	0.999
1426393	0.999
1428445	0.999
1429135	0.999
1430550	0.9980237
1432594	0.999
1434888	0.999
1435905	0.9980237
1437148	0.999
1442790	0.999
1444307	0.9901186
1444862	0.9980237
1445821	0.9980237
1445877	0.999
1446835	0.9980237
1448076	0.999
1448237	0.9980237
1448257	0.9980237
1448366	0.999
1448477	0.9960474
1451628	0.999
1455664	0.999
1455810	0.9960474
1456015	0.9980237
1456079	0.999
1456141	0.999
1456525	0.9920949
1457910	0.999
1458159	0.999
1458876	0.999
1459060	0.9920949
1460055	0.999
1462404	0.999
1462889	0.999
1463027	0.999
1463433	0.999
1464679	0.9940711
1467917	0.999
1469201	0.9960474
1469687	0.999
1469960	0.9960474
1470343	0.999
1470508	0.9960474
1470518	0.9960474
1471420	0.999
1471610	0.9980237
1472117	0.999
1472408	0.999
1472424	0.999
1472779	0.999
1473160	0.999
1474189	0.999
1474481	0.9960474
1475579	0.999
1475619	0.999
1480107	0.999
1480841	0.999
1482307	0.999
1483926	0.999
1484647	0.9980237
1485337	0.999
1485913	0.999
1486637	0.999
1492420	0.9940711
1493952	0.9980237
1494464	0.999
1494603	0.9980237
1495235	0.999
1495665	0.999
1496473	0.999
1497623	0.999
1499127	0.999
1500175	0.9960474
1500864	0.999
1503297	0.999
1507634	0.9980237
1512273	0.999
1513842	0.999
1514554	0.999
1516379	0.999
1517979	0.999
1518586	0.999
1518939	0.9980237
1520475	0.999
1530150	0.999
1530263	0.999
1532595	0.999
1533092	0.999
1533141	0.999
1533205	0.999
1536307	0.999
1538249	0.999
1538266	0.999
1538870	0.999
1539165	0.999
1539350	0.9980237
1539420	0.986166
1539444	0.999
1541705	0.999
1543129	0.999
1543409	0.999
1545468	0.999
1545617	0.999
1545635	0.999
