Index	Position	Call_Freq
239	59278774	0.999
240	59691430	0.9980237
241	56335290	0.999
242	45730418	0.999
243	57975247	0.999
244	38364173	0.999
245	40568437	0.9980237
246	54679240	0.9980237
247	59261241	0.999
248	48110188	0.999
249	14574071	0.9960474
250	18400755	0.999
251	50146269	0.999
252	31729331	0.999
253	7251345	0.999
254	52308169	0.999
255	61430729	0.999
256	52294647	0.9980237
257	555624	0.9743083
258	14676611	0.9980237
259	38419493	0.9960474
260	51016340	0.999
261	36974084	0.9980237
262	34017598	0.999
263	53860967	0.999
264	13470965	0.999
265	4537241	0.999
266	60790056	0.999
267	38368883	0.999
268	62341033	0.999
269	5615485	0.999
270	3697618	0.9960474
271	29976830	0.999
272	17632018	0.999
273	31476664	0.999
274	41061213	0.9980237
275	38438771	0.9960474
276	60112024	0.999
277	13026863	0.999
278	52405845	0.9960474
279	59599527	0.999
280	19777184	0.999
281	41685772	0.999
282	56326993	0.999
283	20817745	0.999
284	44765052	0.999
285	44187132	0.999
286	44823783	0.999
287	18189497	0.9940711
288	36716533	0.999
289	39905104	0.999
290	52955227	0.999
291	25281398	0.9980237
292	30101817	0.999
293	58170882	0.999
294	19427179	0.999
295	40502581	0.999
296	42545663	0.999
297	49858364	0.999
298	42709934	0.999
299	5309425	0.999
300	56099479	0.9980237
301	46840582	0.9980237
302	57830748	0.9960474
303	31932420	0.9901186
304	62729843	0.999
305	57957389	0.999
306	36783599	0.999
307	62084809	0.9980237
308	10948640	0.999
309	50479879	0.999
310	37575887	0.999
311	57878080	0.999
312	48719679	0.999
313	4290257	0.999
314	50051051	0.999
315	58644675	0.999
316	22367598	0.9980237
317	895325	0.999
318	49952126	0.999
319	24098598	0.999
320	53798249	0.9980237
321	23586360	0.999
322	4711510	0.9822134
323	59060187	0.9960474
324	35980745	0.999
325	51099960	0.999
326	32893246	0.999
327	19766304	0.999
328	50656438	0.999
329	12506345	0.9901186
330	16659946	0.999
331	10948813	0.999
332	22510282	0.9980237
333	5930392	0.999
334	48131567	0.9960474
335	61891864	0.9980237
336	3624616	0.999
337	15472381	0.999
338	49041978	0.9802371
339	59349111	0.9940711
340	4711719	0.999
341	38223135	0.999
342	12895737	0.999
343	49007859	0.999
344	49178167	0.999
345	39593332	0.9980237
346	49992236	0.999
347	889869	0.999
348	35467713	0.9782609
349	13698615	0.999
350	25053105	0.9980237
351	49367435	0.9980237
352	12813676	0.999
353	45746957	0.999
354	48715305	0.999
355	60304161	0.999
356	60711770	0.999
357	24017299	0.9960474
358	3074108	0.999
359	54247071	0.999
360	56215651	0.999
361	49641999	0.9782609
362	3230659	0.999
363	2180165	0.9980237
364	48764892	0.999
365	31861565	0.999
366	36015195	0.999
367	23788405	0.999
368	50370575	0.999
369	52897256	0.999
370	11165116	0.999
371	60830150	0.9980237
372	10113421	0.999
373	7366483	0.999
374	50678897	0.9960474
375	61807911	0.999
376	26182413	0.9980237
377	10626446	0.999
378	1865093	0.999
379	57998993	0.999
380	46717821	0.999
381	45130310	0.9980237
382	30171881	0.999
383	5527176	0.9901186
384	36049815	0.999
385	39590847	0.9901186
386	49623026	0.999
387	29955447	0.999
388	4034197	0.999
389	9390619	0.999
390	40313801	0.999
391	56939203	0.999
392	41993294	0.999
393	51027480	0.999
394	40752800	0.999
395	57982719	0.999
396	39964330	0.999
397	50550456	0.9822134
398	11459403	0.999
399	30690058	0.9960474
400	38375377	0.999
401	25566485	0.999
402	48315213	0.999
403	45208527	0.9980237
404	41153118	0.999
405	34829868	0.999
406	13070517	0.999
407	6057748	0.999
408	39165267	0.9980237
409	53105591	0.9980237
410	9803165	0.999
411	2505157	0.999
412	12611231	0.999
413	53007229	0.999
414	52701293	0.999
415	12756380	0.999
416	49040614	0.999
417	38824094	0.999
418	62090535	0.999
419	31474330	0.999
420	48354067	0.999
421	33279945	0.9940711
422	3214020	0.999
423	50631296	0.999
424	3446195	0.999
425	10721695	0.999
426	22746415	0.9940711
427	15645177	0.999
428	3199446	0.999
429	49688726	0.999
430	11607087	0.9980237
431	6230570	0.999
432	52784612	0.999
433	48737514	0.9940711
434	31485620	0.999
435	12436052	0.999
436	21939274	0.999
437	2617635	0.999
438	35903461	0.999
439	50176332	0.999
440	60284698	0.999
441	4841203	0.9980237
442	26176813	0.999
443	60117329	0.999
444	13105436	0.999
445	43574196	0.999
446	10456485	0.999
447	10935414	0.999
448	36805947	0.999
449	59752399	0.999
450	41787700	0.999
451	61149497	0.999
452	24135234	0.999
453	2223481	0.999
454	11257405	0.999
455	11573836	0.999
456	49727226	0.999
457	56924866	0.999
458	38142337	0.999
459	9838321	0.999
460	45229572	0.999
461	53153000	0.999
462	56411984	0.9960474
463	35380878	0.999
464	5886150	0.999
465	35984428	0.999
466	7442028	0.999
467	16275768	0.999
468	6694345	0.999
469	38278997	0.999
470	57945157	0.999
471	52914057	0.999
472	22738305	0.9980237
473	58012657	0.999
474	20274973	0.999
475	46514727	0.999
476	53656963	0.999
477	6183117	0.999
478	26220833	0.999
479	45697196	0.999
480	51804970	0.999
481	42380379	0.999
482	50787724	0.999
483	16900316	0.999
484	46453567	0.999
485	20341180	0.999
486	743220	0.999
487	54762418	0.999
488	10124075	0.9980237
489	55457672	0.999
490	34560556	0.999
491	56255608	0.999
492	15986341	0.9980237
493	6051076	0.999
494	45041672	0.999
495	52814886	0.999
496	60232987	0.9940711
497	42309546	0.9980237
498	6237920	0.999
499	49541016	0.999
500	36207473	0.999
501	49757274	0.999
502	15347619	0.986166
503	20050748	0.9980237
504	30926066	0.999
505	4514167	0.999
506	12654997	0.999
507	51947218	0.999
508	48244995	0.999
509	46401779	0.999
510	1470518	0.9960474
511	4754357	0.999
512	36270042	0.999
513	1868286	0.999
514	928228	0.999
515	53950165	0.9980237
516	38985005	0.999
517	24987744	0.999
518	11726827	0.999
519	58206506	0.9960474
520	3053255	0.9802371
521	31310080	0.9782609
522	23778131	0.999
523	52169434	0.999
524	42466539	0.9960474
525	61699392	0.999
526	11135914	0.999
527	984740	0.9980237
528	14244857	0.999
529	8114704	0.999
530	20217327	0.9980237
531	13719439	0.9980237
532	17078520	0.999
533	17029494	0.999
534	34542404	0.9762846
535	51466327	0.9980237
536	47135006	0.9841897
537	49794555	0.999
538	50051497	0.999
539	37935531	0.999
540	47679912	0.999
541	60172462	0.999
542	1862878	0.999
543	7966666	0.999
544	395194	0.999
545	7808812	0.999
546	1616118	0.999
547	3682761	0.9841897
548	55881938	0.999
549	60710000	0.999
550	60446212	0.999
551	11682450	0.9980237
552	7924726	0.999
553	56245343	0.999
554	34367732	0.9980237
555	4387594	0.999
556	844801	0.9881423
557	54504596	0.999
558	39270167	0.999
559	58922295	0.999
560	54482847	0.999
561	12160515	0.999
562	52066170	0.999
563	38226845	0.999
564	3085711	0.999
565	47763473	0.999
566	11003740	0.999
567	3572325	0.999
568	56682972	0.999
569	33313740	0.999
570	49638524	0.999
571	41188604	0.999
572	40979986	0.999
573	24743110	0.999
574	12464082	0.999
575	2044186	0.9980237
576	36172927	0.9960474
577	52329312	0.999
578	41222480	0.999
579	43352309	0.999
580	57122541	0.999
581	57329991	0.999
582	31757737	0.999
583	54814658	0.9980237
584	4559950	0.999
585	8855053	0.999
586	18346193	0.999
587	17519506	0.999
588	11565456	0.999
589	5726433	0.999
590	41279604	0.999
591	784166	0.9940711
592	9883947	0.999
593	19488952	0.999
594	4885829	0.999
595	45886216	0.999
596	22548693	0.9881423
597	8953752	0.9980237
598	60419750	0.999
599	6594055	0.999
600	46750277	0.999
601	7571870	0.9881423
602	20071634	0.999
603	56847816	0.999
604	51727958	0.9980237
605	24642829	0.999
606	290297	0.9980237
607	49474234	0.999
608	17876741	0.9960474
609	52762966	0.9980237
610	59808059	0.9940711
611	45466148	0.999
612	38728510	0.999
613	44975319	0.999
614	9422510	0.999
615	57331081	0.999
616	4025196	0.9980237
617	3782702	0.986166
618	50881603	0.999
619	4055167	0.999
620	53423066	0.9980237
621	14798517	0.999
622	46646976	0.999
623	15060174	0.999
624	9472905	0.999
625	22343106	0.999
626	56169053	0.999
627	37945267	0.999
628	9737413	0.999
629	1539444	0.999
630	32920628	0.999
631	45390668	0.999
632	55020646	0.999
633	57157470	0.999
634	7232626	0.999
635	42583671	0.999
636	21505511	0.999
637	41473808	0.999
638	41431948	0.999
639	11522212	0.999
640	52192637	0.999
641	8952068	0.999
642	1631336	0.999
643	36558260	0.9980237
644	50957837	0.999
645	9908694	0.999
646	40742054	0.999
647	54176696	0.999
648	56565142	0.999
649	60874972	0.9901186
650	11799880	0.999
651	25003705	0.999
652	44771182	0.999
653	55005899	0.999
654	41853763	0.999
655	9961064	0.999
656	2634167	0.999
657	43406138	0.999
658	49922735	0.999
659	34992192	0.999
660	10795308	0.999
661	41883337	0.999
662	56648583	0.9920949
663	19202364	0.999
664	14872313	0.9980237
665	43880879	0.9980237
666	45594395	0.999
667	30655309	0.9980237
668	54035159	0.999
669	48629029	0.9980237
670	60541886	0.999
671	48149687	0.999
672	33783242	0.9960474
673	9630908	0.9980237
674	53132139	0.9980237
675	23170450	0.999
676	58937346	0.999
677	23238367	0.9980237
678	8289823	0.9901186
679	3693795	0.999
680	41107656	0.9980237
681	3621282	0.9980237
682	55330603	0.9980237
683	24630360	0.999
684	46256121	0.999
685	45701453	0.9980237
686	3136626	0.999
687	33835611	0.999
688	51035124	0.999
689	61041816	0.999
690	61678337	0.9980237
691	5116199	0.999
692	56463903	0.999
693	57931496	0.999
694	2149060	0.999
695	8131162	0.999
696	1960613	0.999
697	646127	0.999
698	31872984	0.999
699	39333484	0.999
700	15557909	0.9980237
701	54345904	0.999
702	42574362	0.999
703	48809625	0.9881423
704	54501192	0.9980237
705	58001534	0.999
706	5697972	0.9960474
707	6462428	0.9980237
708	4402637	0.9980237
709	31886109	0.9980237
710	41011145	0.999
711	38737801	0.999
712	22770026	0.999
713	11661832	0.9960474
714	59603942	0.9980237
715	8065170	0.9901186
716	60293563	0.9980237
717	52502804	0.9960474
718	36244391	0.999
719	47016488	0.999
720	56468055	0.9782609
721	46853629	0.999
722	12951060	0.999
723	55624226	0.9980237
724	59379930	0.999
725	16701819	0.999
726	57801890	0.9980237
727	10036484	0.9980237
728	34042646	0.999
729	15367873	0.999
730	45370829	0.999
731	50183240	0.999
732	43381175	0.972332
733	55925439	0.999
734	54589248	0.999
735	34486267	0.999
736	61744242	0.9940711
737	12809953	0.999
738	4404316	0.999
739	46617331	0.9960474
740	58336419	0.9940711
741	59594066	0.999
742	9970527	0.9802371
743	50684653	0.999
744	49950814	0.999
745	46787816	0.9960474
746	8305049	0.999
747	4596392	0.9980237
748	54199048	0.999
749	35945343	0.9920949
750	40992719	0.9980237
751	5590210	0.999
752	14644859	0.9980237
753	727581	0.999
754	40926125	0.999
755	11776725	0.999
756	54686142	0.999
757	11094811	0.999
758	31930177	0.9980237
759	34245574	0.9940711
760	52581227	0.999
761	14510925	0.999
762	17176334	0.9980237
763	24572802	0.999
764	21447889	0.999
765	49894389	0.999
766	17861814	0.9980237
767	9971637	0.9980237
768	4031439	0.999
769	43015281	0.999
770	37710390	0.9980237
771	30950997	0.999
772	25309607	0.9940711
773	372076	0.9980237
774	23897163	0.999
775	55349740	0.999
776	20778005	0.999
777	44412463	0.999
778	61039620	0.9980237
779	56493170	0.999
780	49881645	0.9960474
781	3094374	0.999
782	36870826	0.9980237
783	57387262	0.999
784	19843814	0.999
785	41201665	0.999
786	11064688	0.999
787	7228634	0.9960474
788	37877068	0.999
789	38891493	0.999
790	5815845	0.999
791	7608174	0.999
792	41365700	0.999
793	10351158	0.999
794	62032790	0.999
795	4701629	0.999
796	33687037	0.9940711
797	46403224	0.999
798	5003085	0.9980237
799	525493	0.999
800	45609148	0.999
801	58060813	0.999
802	47630449	0.999
803	17883681	0.9940711
804	49072991	0.9960474
805	42886183	0.9881423
806	5378864	0.9980237
807	38207656	0.999
808	7250945	0.9980237
809	59779596	0.999
810	36901675	0.999
811	42526630	0.9960474
812	15520791	0.999
813	35626055	0.999
814	1294431	0.999
815	40187056	0.999
816	41173233	0.999
817	52654081	0.999
818	48931020	0.999
819	57236830	0.9960474
820	43733015	0.999
821	56357169	0.999
822	38025235	0.999
823	21369661	0.999
824	48540151	0.999
825	54205323	0.999
826	9983399	0.999
827	40712642	0.999
828	10817546	0.999
829	15843015	0.9980237
830	42099433	0.999
831	44197087	0.9841897
832	49222999	0.9980237
833	41758019	0.999
834	36596817	0.9980237
835	21806319	0.9960474
836	47689838	0.9980237
837	40597472	0.9960474
838	50175535	0.999
839	60123256	0.999
840	1295538	0.9881423
841	44336924	0.999
842	47086994	0.9960474
843	32000483	0.9960474
844	52542098	0.999
845	56809652	0.999
846	41454886	0.999
847	22081018	0.999
848	12244824	0.999
849	16249304	0.999
850	15636510	0.999
851	32873447	0.999
852	50495410	0.999
853	10300309	0.999
854	46395289	0.999
855	61286069	0.999
856	1549396	0.999
857	46913765	0.999
858	48746734	0.999
859	62581009	0.999
860	1927515	0.999
861	3911716	0.999
862	10637057	0.999
863	38079249	0.999
864	60212798	0.999
865	22496147	0.999
866	10643051	0.999
867	60466154	0.999
868	13184251	0.999
869	1678188	0.9940711
870	10917506	0.9980237
871	41708489	0.999
872	23028363	0.9901186
873	2623191	0.999
874	44607601	0.999
875	16966434	0.9980237
876	2127684	0.9980237
877	9019450	0.999
878	55564545	0.999
879	43378509	0.9980237
880	60746386	0.9980237
881	30508460	0.9980237
882	1195784	0.999
883	38128424	0.999
884	52558410	0.999
885	55596646	0.999
886	31081487	0.999
887	17853631	0.9980237
888	926732	0.999
889	9950715	0.999
890	17716416	0.9980237
891	2542210	0.999
892	8960884	0.999
893	54049743	0.999
894	55892827	0.9980237
895	54716885	0.9960474
896	16585314	0.999
897	7129100	0.999
898	45353009	0.999
899	57360653	0.9980237
900	42190364	0.999
901	61091370	0.9980237
902	60374624	0.999
903	21015383	0.9940711
904	30347798	0.999
905	23444301	0.9940711
906	47831550	0.999
907	38630778	0.999
908	61210752	0.999
909	56465618	0.999
910	24192208	0.999
911	50139691	0.999
912	20868315	0.9980237
913	38879912	0.999
914	3769733	0.9980237
915	6721950	0.999
916	42826585	0.999
917	54797408	0.999
918	57994829	0.9960474
919	57520180	0.999
920	31426185	0.999
921	43081651	0.999
922	58168931	0.999
923	39443519	0.999
924	42011805	0.999
925	31162825	0.999
926	4521342	0.999
927	10111701	0.999
928	49715034	0.999
929	12825892	0.999
930	47463731	0.999
931	59983619	0.9980237
932	23564264	0.999
933	20162081	0.999
934	13378488	0.999
935	58346840	0.9980237
936	49817847	0.999
937	38893312	0.999
938	60421931	0.9980237
939	2563689	0.9980237
940	60262898	0.9980237
941	58632981	0.999
942	11155202	0.9980237
943	10346455	0.999
944	62309392	0.999
945	42891934	0.9980237
946	31481276	0.999
947	35599029	0.9980237
948	7551029	0.999
949	34883210	0.999
950	17188001	0.999
951	61897715	0.9980237
952	13830102	0.999
953	49379558	0.9940711
954	4833877	0.9940711
955	43567125	0.999
956	3630479	0.999
957	47510504	0.999
958	17753586	0.9980237
959	43331741	0.999
960	5256370	0.999
961	61210636	0.999
962	59305708	0.999
963	54273528	0.999
964	51342719	0.999
965	56353852	0.999
966	5453914	0.9960474
967	16945316	0.9980237
968	53487816	0.999
969	11377549	0.999
970	11015873	0.999
971	40658043	0.999
972	36743243	0.999
973	56732801	0.999
974	48404323	0.999
975	12812565	0.999
976	55918939	0.999
977	38333579	0.9980237
978	56546716	0.999
979	16014926	0.999
980	39309504	0.999
981	37387862	0.9960474
982	12749227	0.999
983	16086369	0.9980237
984	58028041	0.9901186
985	56708292	0.999
986	31486051	0.999
987	42777237	0.999
988	57281508	0.999
989	8316756	0.9980237
990	59877744	0.999
991	13310327	0.999
992	62820714	0.999
993	49081293	0.999
994	54232338	0.999
995	58941279	0.9960474
996	3534642	0.999
997	58331243	0.999
998	55791348	0.999
